DO_Borough,DO_Zone,count(DO_Zone),DOLocationID,count(DOLocationID),DOWeekday
Manhattan,Midtown Center,721913,161,721913,Wednesday
Manhattan,Midtown Center,712595,161,712595,Thursday
Manhattan,Midtown Center,695135,161,695135,Tuesday
Manhattan,Upper East Side North,681370,236,681370,Wednesday
Manhattan,Upper East Side North,666032,236,666032,Thursday
Manhattan,Midtown Center,657604,161,657604,Friday
Manhattan,Upper East Side North,655285,236,655285,Tuesday
Manhattan,Upper East Side South,648671,237,648671,Wednesday
Manhattan,Upper East Side South,637180,237,637180,Thursday
Manhattan,Upper East Side North,625252,236,625252,Friday
Manhattan,Upper East Side South,621363,237,621363,Tuesday
Manhattan,Midtown Center,619811,161,619811,Monday
Manhattan,Upper East Side North,588704,236,588704,Monday
Manhattan,Upper East Side South,586465,237,586465,Friday
Manhattan,Murray Hill,578211,170,578211,Thursday
Manhattan,Midtown East,576589,162,576589,Wednesday
Manhattan,East Village,573428,79,573428,Saturday
Manhattan,Midtown East,570862,162,570862,Thursday
Manhattan,Murray Hill,569124,170,569124,Wednesday
Manhattan,Murray Hill,561616,170,561616,Friday
Manhattan,Midtown East,546406,162,546406,Tuesday
Manhattan,Midtown East,546196,162,546196,Friday
Manhattan,Upper East Side South,543429,237,543429,Monday
Manhattan,Murray Hill,538203,170,538203,Tuesday
Manhattan,Times Sq/Theatre District,535073,230,535073,Wednesday
Manhattan,Times Sq/Theatre District,531794,230,531794,Friday
Manhattan,Clinton East,531528,48,531528,Saturday
Manhattan,Times Sq/Theatre District,523090,230,523090,Thursday
Manhattan,Times Sq/Theatre District,517377,230,517377,Tuesday
Manhattan,Times Sq/Theatre District,510821,230,510821,Saturday
Manhattan,Union Sq,499442,234,499442,Thursday
Manhattan,Union Sq,499173,234,499173,Wednesday
Manhattan,Upper East Side North,495426,236,495426,Saturday
Manhattan,Midtown East,492051,162,492051,Monday
Manhattan,Penn Station/Madison Sq West,487609,186,487609,Saturday
Manhattan,Union Sq,486959,234,486959,Friday
Manhattan,Murray Hill,481426,170,481426,Saturday
Manhattan,Upper East Side South,475136,237,475136,Saturday
Manhattan,Murray Hill,473792,170,473792,Monday
Manhattan,Union Sq,473022,234,473022,Tuesday
Manhattan,East Village,470786,79,470786,Sunday
Manhattan,Clinton East,469585,48,469585,Sunday
Manhattan,Times Sq/Theatre District,469577,230,469577,Monday
Manhattan,Penn Station/Madison Sq West,460490,186,460490,Friday
Manhattan,Penn Station/Madison Sq West,459410,186,459410,Sunday
Manhattan,Lincoln Square East,459286,142,459286,Saturday
Manhattan,Clinton East,454308,48,454308,Friday
Manhattan,Penn Station/Madison Sq West,448842,186,448842,Thursday
Manhattan,East Village,445483,79,445483,Friday
Manhattan,Union Sq,444519,234,444519,Saturday
Manhattan,Penn Station/Madison Sq West,439641,186,439641,Wednesday
Manhattan,Upper East Side North,438853,236,438853,Sunday
Manhattan,Midtown Center,435386,161,435386,Saturday
Manhattan,Times Sq/Theatre District,434478,230,434478,Sunday
Manhattan,Lincoln Square East,433700,142,433700,Wednesday
Manhattan,Lincoln Square East,432363,142,432363,Friday
Manhattan,Midtown North,431879,163,431879,Wednesday
Manhattan,Lincoln Square East,431804,142,431804,Thursday
Manhattan,Midtown North,430304,163,430304,Thursday
Manhattan,Clinton East,425613,48,425613,Thursday
Manhattan,Clinton East,421924,48,421924,Wednesday
Manhattan,Midtown North,417514,163,417514,Tuesday
Manhattan,Murray Hill,416535,170,416535,Sunday
Manhattan,Midtown North,415528,163,415528,Friday
Manhattan,Union Sq,415234,234,415234,Monday
Manhattan,East Chelsea,414692,68,414692,Saturday
Manhattan,Lincoln Square East,412519,142,412519,Tuesday
Manhattan,Penn Station/Madison Sq West,408240,186,408240,Tuesday
Manhattan,Upper West Side South,405885,239,405885,Friday
Manhattan,Upper West Side South,402880,239,402880,Thursday
Manhattan,Upper West Side South,402824,239,402824,Saturday
Manhattan,Upper West Side South,399681,239,399681,Wednesday
Manhattan,Clinton East,399087,48,399087,Tuesday
Manhattan,Upper East Side South,395962,237,395962,Sunday
Manhattan,Lenox Hill West,393473,141,393473,Friday
Manhattan,Lenox Hill West,391611,141,391611,Thursday
Manhattan,Midtown East,388744,162,388744,Saturday
Manhattan,Penn Station/Madison Sq West,385864,186,385864,Monday
Manhattan,Lenox Hill West,385717,141,385717,Wednesday
Manhattan,Upper West Side South,385078,239,385078,Tuesday
Manhattan,Lincoln Square East,384686,142,384686,Sunday
Manhattan,East Chelsea,379867,68,379867,Friday
Manhattan,Midtown North,379698,163,379698,Monday
Manhattan,Lenox Hill West,377940,141,377940,Saturday
Manhattan,Lincoln Square East,376289,142,376289,Monday
Manhattan,Upper West Side South,376077,239,376077,Sunday
Manhattan,Midtown South,375810,164,375810,Friday
Manhattan,Clinton East,373362,48,373362,Monday
Manhattan,Gramercy,371539,107,371539,Saturday
Manhattan,Midtown South,371356,164,371356,Thursday
Manhattan,East Chelsea,368625,68,368625,Sunday
Manhattan,East Chelsea,368386,68,368386,Thursday
Manhattan,Lenox Hill West,368337,141,368337,Tuesday
Manhattan,Midtown South,368046,164,368046,Wednesday
Manhattan,Gramercy,367389,107,367389,Friday
Manhattan,Midtown North,359352,163,359352,Saturday
Manhattan,East Village,356516,79,356516,Thursday
Manhattan,Gramercy,356076,107,356076,Thursday
Manhattan,Midtown Center,355386,161,355386,Sunday
Manhattan,East Chelsea,354340,68,354340,Wednesday
Manhattan,West Village,354081,249,354081,Saturday
Manhattan,Upper West Side South,353692,239,353692,Monday
Manhattan,Union Sq,353338,234,353338,Sunday
Manhattan,Midtown South,351965,164,351965,Tuesday
Manhattan,Gramercy,347252,107,347252,Wednesday
Manhattan,Midtown South,347108,164,347108,Saturday
Manhattan,Upper West Side North,341399,238,341399,Thursday
Manhattan,Lenox Hill West,340766,141,340766,Sunday
Manhattan,Upper West Side North,339610,238,339610,Wednesday
Manhattan,Lenox Hill West,338421,141,338421,Monday
Manhattan,Upper West Side North,337023,238,337023,Friday
Manhattan,Gramercy,332791,107,332791,Sunday
Manhattan,East Chelsea,332008,68,332008,Tuesday
Manhattan,Midtown East,329384,162,329384,Sunday
Manhattan,Gramercy,326495,107,326495,Tuesday
Manhattan,Upper West Side North,326239,238,326239,Tuesday
Manhattan,East Village,326029,79,326029,Wednesday
Manhattan,Midtown South,323881,164,323881,Monday
Manhattan,Lenox Hill East,323467,140,323467,Wednesday
Manhattan,Lenox Hill East,317482,140,317482,Thursday
Manhattan,Yorkville West,317466,263,317466,Saturday
Manhattan,Yorkville West,310225,263,310225,Friday
Manhattan,Lenox Hill East,308827,140,308827,Tuesday
Manhattan,Lenox Hill East,308060,140,308060,Friday
Manhattan,West Chelsea/Hudson Yards,307861,246,307861,Saturday
Manhattan,TriBeCa/Civic Center,307471,231,307471,Thursday
Manhattan,West Chelsea/Hudson Yards,305758,246,305758,Thursday
Manhattan,East Chelsea,305289,68,305289,Monday
Manhattan,Midtown North,303627,163,303627,Sunday
Manhattan,TriBeCa/Civic Center,302256,231,302256,Wednesday
Manhattan,East Village,301867,79,301867,Tuesday
Manhattan,Upper West Side North,299877,238,299877,Saturday
Manhattan,Sutton Place/Turtle Bay North,299198,229,299198,Wednesday
Manhattan,Upper West Side North,298696,238,298696,Monday
Manhattan,Sutton Place/Turtle Bay North,298582,229,298582,Friday
Manhattan,Sutton Place/Turtle Bay North,298055,229,298055,Thursday
Manhattan,West Village,297605,249,297605,Friday
Manhattan,West Chelsea/Hudson Yards,295700,246,295700,Friday
Manhattan,Yorkville West,295308,263,295308,Thursday
Manhattan,Upper West Side North,295140,238,295140,Sunday
Manhattan,Gramercy,294897,107,294897,Monday
Manhattan,West Chelsea/Hudson Yards,294504,246,294504,Wednesday
Manhattan,Midtown South,293745,164,293745,Sunday
Manhattan,TriBeCa/Civic Center,293055,231,293055,Friday
Manhattan,Sutton Place/Turtle Bay North,292384,229,292384,Saturday
Manhattan,West Village,292054,249,292054,Sunday
Manhattan,Yorkville West,290967,263,290967,Sunday
Manhattan,West Chelsea/Hudson Yards,287112,246,287112,Tuesday
Manhattan,Flatiron,286819,90,286819,Saturday
Manhattan,Yorkville West,285546,263,285546,Wednesday
Manhattan,Lower East Side,284083,148,284083,Saturday
Manhattan,Sutton Place/Turtle Bay North,283012,229,283012,Tuesday
Manhattan,TriBeCa/Civic Center,282315,231,282315,Tuesday
Manhattan,West Chelsea/Hudson Yards,281865,246,281865,Sunday
Manhattan,Lenox Hill East,280338,140,280338,Monday
Manhattan,East Village,280183,79,280183,Monday
Manhattan,TriBeCa/Civic Center,277997,231,277997,Saturday
Manhattan,West Chelsea/Hudson Yards,276796,246,276796,Monday
Manhattan,Garment District,271185,100,271185,Friday
Manhattan,Yorkville West,270908,263,270908,Tuesday
Manhattan,Garment District,269358,100,269358,Wednesday
Manhattan,Garment District,267962,100,267962,Thursday
Manhattan,West Village,267947,249,267947,Thursday
Manhattan,Sutton Place/Turtle Bay North,260446,229,260446,Sunday
Manhattan,Garment District,259129,100,259129,Tuesday
Manhattan,UN/Turtle Bay South,258828,233,258828,Friday
Manhattan,Sutton Place/Turtle Bay North,256419,229,256419,Monday
Manhattan,Flatiron,255192,90,255192,Friday
Manhattan,UN/Turtle Bay South,254755,233,254755,Thursday
Manhattan,TriBeCa/Civic Center,253228,231,253228,Monday
Manhattan,West Village,252485,249,252485,Wednesday
Manhattan,UN/Turtle Bay South,252372,233,252372,Wednesday
Manhattan,Kips Bay,251939,137,251939,Friday
Manhattan,Flatiron,250720,90,250720,Sunday
Manhattan,Flatiron,249739,90,249739,Thursday
Manhattan,Kips Bay,249437,137,249437,Saturday
Manhattan,Garment District,248253,100,248253,Saturday
Manhattan,Yorkville West,246665,263,246665,Monday
Manhattan,Greenwich Village South,246500,114,246500,Saturday
Manhattan,Flatiron,244501,90,244501,Wednesday
Manhattan,Greenwich Village North,243908,113,243908,Wednesday
Unknown,NV,243602,264,243602,Friday
Manhattan,Greenwich Village North,243156,113,243156,Saturday
Manhattan,Greenwich Village North,242720,113,242720,Thursday
Manhattan,Greenwich Village North,241377,113,241377,Friday
Manhattan,UN/Turtle Bay South,238794,233,238794,Tuesday
Manhattan,Kips Bay,238496,137,238496,Thursday
Manhattan,Garment District,236720,100,236720,Monday
Manhattan,TriBeCa/Civic Center,234609,231,234609,Sunday
Queens,LaGuardia Airport,234059,138,234059,Thursday
Unknown,NV,233394,264,233394,Saturday
Unknown,NV,233023,264,233023,Thursday
Manhattan,West Village,232772,249,232772,Tuesday
Manhattan,Greenwich Village North,232429,113,232429,Tuesday
Queens,LaGuardia Airport,229344,138,229344,Friday
Manhattan,Flatiron,228967,90,228967,Tuesday
Manhattan,Kips Bay,227997,137,227997,Wednesday
Manhattan,Meatpacking/West Village West,227411,158,227411,Saturday
Manhattan,Kips Bay,223589,137,223589,Sunday
Manhattan,Lower East Side,222308,148,222308,Sunday
Manhattan,UN/Turtle Bay South,221952,233,221952,Saturday
Manhattan,Lenox Hill East,220632,140,220632,Saturday
Unknown,NV,219659,264,219659,Wednesday
Manhattan,UN/Turtle Bay South,218541,233,218541,Monday
Manhattan,Kips Bay,217968,137,217968,Tuesday
Manhattan,Yorkville East,215027,262,215027,Thursday
Manhattan,Clinton West,214454,50,214454,Saturday
Manhattan,Yorkville East,213672,262,213672,Wednesday
Manhattan,West Village,211878,249,211878,Monday
Manhattan,Little Italy/NoLiTa,211428,144,211428,Saturday
Manhattan,Yorkville East,210504,262,210504,Friday
Unknown,NV,209822,264,209822,Sunday
Queens,LaGuardia Airport,209220,138,209220,Wednesday
Manhattan,East Harlem South,208525,75,208525,Friday
Manhattan,Lincoln Square West,208433,143,208433,Thursday
Manhattan,Greenwich Village North,208236,113,208236,Monday
Manhattan,Lincoln Square West,207298,143,207298,Friday
Manhattan,Lincoln Square West,206841,143,206841,Wednesday
Manhattan,Greenwich Village North,206605,113,206605,Sunday
Unknown,NV,206146,264,206146,Tuesday
Manhattan,Flatiron,206013,90,206013,Monday
Manhattan,Yorkville East,202885,262,202885,Tuesday
Manhattan,Lenox Hill East,202727,140,202727,Sunday
Manhattan,UN/Turtle Bay South,201643,233,201643,Sunday
Manhattan,Garment District,201229,100,201229,Sunday
Manhattan,Kips Bay,200772,137,200772,Monday
Manhattan,Greenwich Village South,200564,114,200564,Friday
Manhattan,East Harlem South,199792,75,199792,Thursday
Manhattan,Lower East Side,199773,148,199773,Friday
Manhattan,Clinton West,199279,50,199279,Friday
Unknown,NV,198201,264,198201,Monday
Manhattan,Meatpacking/West Village West,197927,158,197927,Friday
Manhattan,East Harlem South,197900,75,197900,Wednesday
Manhattan,Lincoln Square West,197820,143,197820,Tuesday
Manhattan,Central Park,197433,43,197433,Wednesday
Manhattan,Central Park,197050,43,197050,Thursday
Manhattan,Central Park,196516,43,196516,Saturday
Manhattan,Central Park,196060,43,196060,Friday
Manhattan,Clinton West,192071,50,192071,Sunday
Manhattan,Clinton West,189958,50,189958,Thursday
Manhattan,Central Park,189858,43,189858,Tuesday
Manhattan,Greenwich Village South,189243,114,189243,Sunday
Manhattan,Lincoln Square West,189057,143,189057,Saturday
Manhattan,Yorkville East,187295,262,187295,Saturday
Queens,LaGuardia Airport,186566,138,186566,Monday
Manhattan,East Harlem South,185214,75,185214,Tuesday
Manhattan,Clinton West,185213,50,185213,Wednesday
Manhattan,Yorkville East,184782,262,184782,Monday
Manhattan,Meatpacking/West Village West,181565,158,181565,Sunday
Manhattan,Lincoln Square West,180917,143,180917,Monday
Manhattan,Meatpacking/West Village West,180571,158,180571,Thursday
Queens,LaGuardia Airport,178466,138,178466,Sunday
Manhattan,Battery Park City,176606,13,176606,Thursday
Manhattan,Little Italy/NoLiTa,176122,144,176122,Sunday
Manhattan,Yorkville East,175443,262,175443,Sunday
Manhattan,East Harlem South,175428,75,175428,Saturday
Queens,LaGuardia Airport,175148,138,175148,Tuesday
Manhattan,Battery Park City,174979,13,174979,Wednesday
Manhattan,Clinton West,174208,50,174208,Tuesday
Manhattan,Central Park,173991,43,173991,Monday
Manhattan,Lincoln Square West,173769,143,173769,Sunday
Manhattan,Central Park,172622,43,172622,Sunday
Manhattan,Greenwich Village South,172035,114,172035,Thursday
Manhattan,East Harlem South,171682,75,171682,Monday
Manhattan,SoHo,171497,211,171497,Saturday
Manhattan,Meatpacking/West Village West,171247,158,171247,Wednesday
Manhattan,Little Italy/NoLiTa,171133,144,171133,Friday
Manhattan,Battery Park City,169464,13,169464,Friday
Manhattan,Clinton West,163363,50,163363,Monday
Manhattan,Greenwich Village South,162964,114,162964,Wednesday
Manhattan,Battery Park City,162498,13,162498,Tuesday
Queens,JFK Airport,162276,132,162276,Friday
Manhattan,East Harlem South,161549,75,161549,Sunday
Queens,JFK Airport,159788,132,159788,Sunday
Manhattan,Lower East Side,158646,148,158646,Thursday
Manhattan,Meatpacking/West Village West,153547,158,153547,Tuesday
Manhattan,Greenwich Village South,152046,114,152046,Tuesday
Manhattan,Battery Park City,151842,13,151842,Saturday
Manhattan,Battery Park City,151564,13,151564,Monday
Queens,JFK Airport,151469,132,151469,Thursday
Manhattan,Little Italy/NoLiTa,150983,144,150983,Thursday
Manhattan,SoHo,147595,211,147595,Friday
Manhattan,Financial District North,144081,87,144081,Thursday
Manhattan,Little Italy/NoLiTa,143997,144,143997,Wednesday
Manhattan,East Harlem North,143822,74,143822,Saturday
Manhattan,Meatpacking/West Village West,143770,158,143770,Monday
Manhattan,East Harlem North,142985,74,142985,Friday
Manhattan,Lower East Side,142324,148,142324,Wednesday
Manhattan,Financial District North,140693,87,140693,Wednesday
Manhattan,Financial District North,140545,87,140545,Saturday
Manhattan,Financial District North,140198,87,140198,Friday
Queens,JFK Airport,140195,132,140195,Monday
Manhattan,SoHo,139799,211,139799,Thursday
Manhattan,Greenwich Village South,137725,114,137725,Monday
Manhattan,SoHo,137419,211,137419,Wednesday
Manhattan,Manhattan Valley,137287,151,137287,Saturday
Manhattan,SoHo,136205,211,136205,Sunday
Manhattan,Battery Park City,135865,13,135865,Sunday
Manhattan,Manhattan Valley,135346,151,135346,Sunday
Manhattan,Financial District North,135255,87,135255,Sunday
Manhattan,Manhattan Valley,135164,151,135164,Friday
Queens,JFK Airport,134631,132,134631,Wednesday
Manhattan,Little Italy/NoLiTa,134250,144,134250,Tuesday
Manhattan,Morningside Heights,131473,166,131473,Friday
Manhattan,Financial District North,130516,87,130516,Tuesday
Manhattan,Manhattan Valley,129157,151,129157,Thursday
Queens,JFK Airport,128373,132,128373,Saturday
Manhattan,Morningside Heights,127798,166,127798,Thursday
Manhattan,East Harlem North,127768,74,127768,Sunday
Manhattan,Manhattan Valley,127514,151,127514,Wednesday
Manhattan,SoHo,127400,211,127400,Tuesday
Manhattan,Lower East Side,127228,148,127228,Tuesday
Manhattan,Little Italy/NoLiTa,126836,144,126836,Monday
Manhattan,Morningside Heights,125526,166,125526,Wednesday
Manhattan,Manhattan Valley,123005,151,123005,Tuesday
Manhattan,East Harlem North,122002,74,122002,Thursday
Manhattan,Morningside Heights,121773,166,121773,Saturday
Queens,JFK Airport,121277,132,121277,Tuesday
Manhattan,Central Harlem,120045,41,120045,Saturday
Manhattan,Financial District North,120039,87,120039,Monday
Manhattan,Morningside Heights,119585,166,119585,Tuesday
Manhattan,Lower East Side,118644,148,118644,Monday
Manhattan,Central Harlem,118376,41,118376,Sunday
Manhattan,SoHo,117432,211,117432,Monday
Manhattan,East Harlem North,116664,74,116664,Wednesday
Manhattan,Manhattan Valley,113891,151,113891,Monday
Manhattan,Morningside Heights,112230,166,112230,Monday
Manhattan,Morningside Heights,110988,166,110988,Sunday
Manhattan,Central Harlem,110482,41,110482,Friday
Manhattan,East Harlem North,109412,74,109412,Tuesday
Manhattan,East Harlem North,105337,74,105337,Monday
Manhattan,Alphabet City,103965,4,103965,Saturday
Queens,LaGuardia Airport,102204,138,102204,Saturday
Queens,Astoria,99989,7,99989,Sunday
Manhattan,World Trade Center,98871,261,98871,Saturday
Manhattan,Hudson Sq,98475,125,98475,Wednesday
Queens,Astoria,97598,7,97598,Saturday
Manhattan,Hudson Sq,97120,125,97120,Thursday
Manhattan,Central Harlem,96922,41,96922,Thursday
Manhattan,Two Bridges/Seward Park,95336,232,95336,Saturday
Manhattan,Hudson Sq,94243,125,94243,Friday
Manhattan,Central Harlem,92538,41,92538,Wednesday
Manhattan,Alphabet City,92212,4,92212,Friday
Manhattan,Alphabet City,91523,4,91523,Sunday
Manhattan,Hudson Sq,91196,125,91196,Tuesday
Manhattan,World Trade Center,90818,261,90818,Sunday
Manhattan,Central Harlem,86365,41,86365,Tuesday
Manhattan,Central Harlem North,84589,42,84589,Sunday
Manhattan,World Trade Center,84436,261,84436,Friday
Manhattan,Central Harlem North,83495,42,83495,Saturday
Manhattan,Hudson Sq,83446,125,83446,Saturday
Manhattan,Central Harlem,83005,41,83005,Monday
Manhattan,Two Bridges/Seward Park,82608,232,82608,Sunday
Manhattan,Two Bridges/Seward Park,82500,232,82500,Friday
Manhattan,World Trade Center,82007,261,82007,Thursday
Manhattan,Hudson Sq,81943,125,81943,Monday
Manhattan,World Trade Center,80219,261,80219,Wednesday
Manhattan,Stuy Town/Peter Cooper Village,78746,224,78746,Sunday
Manhattan,Stuy Town/Peter Cooper Village,78163,224,78163,Saturday
Queens,Astoria,77725,7,77725,Friday
Manhattan,Financial District South,77500,88,77500,Thursday
Manhattan,Financial District South,76947,88,76947,Wednesday
Manhattan,World Trade Center,76593,261,76593,Tuesday
Manhattan,Alphabet City,76573,4,76573,Thursday
Manhattan,Two Bridges/Seward Park,75870,232,75870,Thursday
Manhattan,World Trade Center,75418,261,75418,Monday
Manhattan,Central Harlem North,74475,42,74475,Friday
Manhattan,Financial District South,72850,88,72850,Friday
Manhattan,Stuy Town/Peter Cooper Village,72303,224,72303,Friday
Manhattan,Financial District South,72087,88,72087,Tuesday
Manhattan,Alphabet City,72087,4,72087,Wednesday
Manhattan,Two Bridges/Seward Park,71232,232,71232,Wednesday
Manhattan,Hudson Sq,70224,125,70224,Sunday
Queens,Astoria,68919,7,68919,Thursday
Manhattan,Stuy Town/Peter Cooper Village,68275,224,68275,Thursday
Brooklyn,Williamsburg (North Side),68204,255,68204,Saturday
Manhattan,Two Bridges/Seward Park,68200,232,68200,Tuesday
Manhattan,Financial District South,67851,88,67851,Monday
Manhattan,Alphabet City,67798,4,67798,Tuesday
Manhattan,Central Harlem North,66761,42,66761,Thursday
Manhattan,Stuy Town/Peter Cooper Village,65768,224,65768,Wednesday
Manhattan,Two Bridges/Seward Park,64797,232,64797,Monday
Manhattan,Financial District South,64049,88,64049,Saturday
Queens,Astoria,64037,7,64037,Wednesday
Brooklyn,Park Slope,63137,181,63137,Saturday
Manhattan,Alphabet City,63107,4,63107,Monday
Manhattan,Central Harlem North,62858,42,62858,Wednesday
Manhattan,Stuy Town/Peter Cooper Village,62817,224,62817,Tuesday
Brooklyn,Williamsburg (North Side),62710,255,62710,Sunday
Queens,Astoria,62219,7,62219,Monday
Manhattan,Washington Heights South,62211,244,62211,Sunday
Manhattan,Washington Heights South,61890,244,61890,Friday
Brooklyn,Park Slope,61125,181,61125,Sunday
Manhattan,Washington Heights South,60956,244,60956,Saturday
Brooklyn,Williamsburg (South Side),59865,256,59865,Saturday
Manhattan,Bloomingdale,59663,24,59663,Saturday
Brooklyn,Park Slope,59173,181,59173,Thursday
Manhattan,Washington Heights South,59008,244,59008,Thursday
Queens,Astoria,58969,7,58969,Tuesday
Manhattan,Stuy Town/Peter Cooper Village,58902,224,58902,Monday
Manhattan,Central Harlem North,58868,42,58868,Tuesday
Brooklyn,Park Slope,58674,181,58674,Friday
Manhattan,Central Harlem North,58399,42,58399,Monday
Manhattan,Hamilton Heights,58197,116,58197,Sunday
Manhattan,Hamilton Heights,57718,116,57718,Saturday
Brooklyn,Williamsburg (South Side),57472,256,57472,Sunday
Queens,Long Island City/Hunters Point,56957,145,56957,Saturday
Manhattan,Washington Heights South,56777,244,56777,Wednesday
Brooklyn,Park Slope,56503,181,56503,Wednesday
Manhattan,Financial District South,56041,88,56041,Sunday
Manhattan,Bloomingdale,55562,24,55562,Friday
Manhattan,Bloomingdale,55473,24,55473,Sunday
