DO_Borough,DO_Zone,count(DO_Zone),DOLocationID,count(DOLocationID),DOWeekday
Manhattan,Chinatown,54950,45,54950,Saturday
Manhattan,Washington Heights South,54270,244,54270,Tuesday
Queens,Long Island City/Hunters Point,54127,145,54127,Friday
Manhattan,Washington Heights South,53641,244,53641,Monday
Brooklyn,Williamsburg (North Side),52952,255,52952,Friday
Queens,Long Island City/Hunters Point,52328,145,52328,Sunday
Queens,Long Island City/Hunters Point,52179,145,52179,Thursday
Brooklyn,Greenpoint,51889,112,51889,Saturday
Brooklyn,Park Slope,51398,181,51398,Tuesday
Queens,Sunnyside,51359,226,51359,Saturday
Manhattan,Bloomingdale,51090,24,51090,Thursday
Brooklyn,Brooklyn Heights,51048,33,51048,Thursday
Queens,Sunnyside,50479,226,50479,Sunday
Brooklyn,Brooklyn Heights,50086,33,50086,Wednesday
Queens,Long Island City/Hunters Point,49957,145,49957,Wednesday
Manhattan,Bloomingdale,49375,24,49375,Wednesday
Manhattan,Chinatown,49191,45,49191,Friday
Manhattan,Chinatown,48964,45,48964,Sunday
Brooklyn,Brooklyn Heights,48548,33,48548,Friday
Brooklyn,Greenpoint,48435,112,48435,Sunday
Brooklyn,Williamsburg (South Side),48396,256,48396,Friday
Brooklyn,Brooklyn Heights,48330,33,48330,Saturday
Brooklyn,Brooklyn Heights,47994,33,47994,Sunday
Brooklyn,Park Slope,47835,181,47835,Monday
Manhattan,Bloomingdale,47578,24,47578,Tuesday
Manhattan,Seaport,47208,209,47208,Saturday
Manhattan,Hamilton Heights,47102,116,47102,Friday
Brooklyn,Williamsburg (North Side),47077,255,47077,Thursday
Manhattan,Seaport,46606,209,46606,Friday
Brooklyn,Brooklyn Heights,46004,33,46004,Tuesday
Brooklyn,Greenpoint,45998,112,45998,Friday
Queens,Long Island City/Hunters Point,45761,145,45761,Tuesday
Manhattan,Seaport,44671,209,44671,Thursday
Queens,Sunnyside,44658,226,44658,Friday
Queens,Long Island City/Hunters Point,43896,145,43896,Monday
Manhattan,Bloomingdale,43515,24,43515,Monday
Unknown,NA,43459,265,43459,Sunday
Manhattan,Seaport,43370,209,43370,Wednesday
Manhattan,Seaport,43018,209,43018,Sunday
Unknown,NA,42995,265,42995,Friday
Brooklyn,Williamsburg (North Side),42913,255,42913,Wednesday
Manhattan,Chinatown,42905,45,42905,Thursday
Brooklyn,Williamsburg (South Side),42718,256,42718,Thursday
Brooklyn,Brooklyn Heights,42551,33,42551,Monday
Queens,Steinway,42511,223,42511,Sunday
Manhattan,Chinatown,42226,45,42226,Wednesday
Brooklyn,East Williamsburg,41952,80,41952,Saturday
Brooklyn,Greenpoint,41905,112,41905,Thursday
Manhattan,Hamilton Heights,41642,116,41642,Thursday
Brooklyn,East Williamsburg,41532,80,41532,Sunday
Queens,Steinway,40947,223,40947,Saturday
Queens,Sunnyside,40805,226,40805,Thursday
Unknown,NA,40699,265,40699,Thursday
Manhattan,Chinatown,40435,45,40435,Tuesday
Manhattan,Chinatown,39772,45,39772,Monday
Manhattan,Seaport,39591,209,39591,Tuesday
Brooklyn,Williamsburg (South Side),39429,256,39429,Wednesday
Brooklyn,Greenpoint,39348,112,39348,Wednesday
Manhattan,Hamilton Heights,38999,116,38999,Wednesday
Unknown,NA,38843,265,38843,Wednesday
Brooklyn,Williamsburg (North Side),38640,255,38640,Tuesday
Unknown,NA,38428,265,38428,Saturday
Queens,Sunnyside,38356,226,38356,Wednesday
Manhattan,Hamilton Heights,38148,116,38148,Monday
EWR,Newark Airport,37688,1,37688,Friday
Manhattan,Hamilton Heights,37493,116,37493,Tuesday
Brooklyn,Crown Heights North,37298,61,37298,Sunday
Brooklyn,Williamsburg (North Side),37153,255,37153,Monday
Manhattan,Seaport,37016,209,37016,Monday
Unknown,NA,36803,265,36803,Monday
Queens,Steinway,36246,223,36246,Friday
Queens,Sunnyside,36216,226,36216,Tuesday
Queens,Sunnyside,36112,226,36112,Monday
Manhattan,Washington Heights North,35978,243,35978,Sunday
Brooklyn,Greenpoint,35956,112,35956,Tuesday
Brooklyn,Crown Heights North,35882,61,35882,Saturday
Queens,Jackson Heights,35795,129,35795,Sunday
Brooklyn,Williamsburg (South Side),35635,256,35635,Tuesday
Unknown,NA,35438,265,35438,Tuesday
EWR,Newark Airport,35182,1,35182,Sunday
Brooklyn,Clinton Hill,34999,49,34999,Sunday
EWR,Newark Airport,34937,1,34937,Thursday
Brooklyn,Clinton Hill,34870,49,34870,Saturday
Queens,Jackson Heights,34696,129,34696,Saturday
Brooklyn,Boerum Hill,34558,25,34558,Saturday
Brooklyn,Bushwick South,34479,37,34479,Sunday
Brooklyn,Boerum Hill,34383,25,34383,Sunday
Brooklyn,Bushwick South,34262,37,34262,Saturday
Manhattan,Washington Heights North,33829,243,33829,Saturday
Brooklyn,Downtown Brooklyn/MetroTech,33808,65,33808,Friday
Brooklyn,Downtown Brooklyn/MetroTech,33573,65,33573,Saturday
Brooklyn,Greenpoint,33425,112,33425,Monday
Brooklyn,Williamsburg (South Side),33175,256,33175,Monday
Brooklyn,Downtown Brooklyn/MetroTech,33152,65,33152,Sunday
Brooklyn,Bedford,33140,17,33140,Sunday
Brooklyn,Downtown Brooklyn/MetroTech,32865,65,32865,Thursday
Manhattan,Manhattanville,32856,152,32856,Saturday
Brooklyn,Fort Greene,32688,97,32688,Saturday
Brooklyn,East Williamsburg,32510,80,32510,Friday
Brooklyn,Boerum Hill,32438,25,32438,Friday
Queens,Steinway,32226,223,32226,Thursday
Brooklyn,Clinton Hill,32176,49,32176,Friday
Brooklyn,Bedford,31918,17,31918,Saturday
Manhattan,Manhattanville,31822,152,31822,Sunday
Brooklyn,Downtown Brooklyn/MetroTech,31766,65,31766,Wednesday
EWR,Newark Airport,31563,1,31563,Wednesday
Brooklyn,Boerum Hill,31293,25,31293,Thursday
Brooklyn,Clinton Hill,31094,49,31094,Thursday
Brooklyn,Fort Greene,30935,97,30935,Sunday
Brooklyn,Fort Greene,30670,97,30670,Friday
Manhattan,Washington Heights North,30616,243,30616,Friday
Manhattan,Manhattanville,30276,152,30276,Friday
Queens,Steinway,30018,223,30018,Wednesday
Brooklyn,Boerum Hill,29936,25,29936,Wednesday
Queens,Jackson Heights,29774,129,29774,Friday
Queens,Old Astoria,29629,179,29629,Sunday
Brooklyn,Crown Heights North,29623,61,29623,Friday
Manhattan,Washington Heights North,29394,243,29394,Thursday
Brooklyn,Clinton Hill,29345,49,29345,Wednesday
Brooklyn,Downtown Brooklyn/MetroTech,29325,65,29325,Tuesday
EWR,Newark Airport,29248,1,29248,Monday
Queens,Steinway,29248,223,29248,Monday
Brooklyn,Fort Greene,29214,97,29214,Thursday
Brooklyn,Downtown Brooklyn/MetroTech,28959,65,28959,Monday
Queens,Old Astoria,28530,179,28530,Saturday
Brooklyn,East Williamsburg,28503,80,28503,Thursday
Manhattan,Washington Heights North,28061,243,28061,Wednesday
Brooklyn,Fort Greene,27846,97,27846,Wednesday
Queens,Steinway,27802,223,27802,Tuesday
Manhattan,Manhattanville,27217,152,27217,Thursday
Brooklyn,Clinton Hill,27048,49,27048,Tuesday
Brooklyn,Bedford,26919,17,26919,Friday
Brooklyn,Boerum Hill,26840,25,26840,Tuesday
Manhattan,Washington Heights North,26830,243,26830,Tuesday
Brooklyn,Crown Heights North,26657,61,26657,Thursday
EWR,Newark Airport,26636,1,26636,Tuesday
Queens,Jackson Heights,26517,129,26517,Thursday
Brooklyn,East Williamsburg,26355,80,26355,Wednesday
Queens,Woodside,26256,260,26256,Sunday
Queens,Jackson Heights,26157,129,26157,Monday
Manhattan,Washington Heights North,26055,243,26055,Monday
Manhattan,Manhattanville,25984,152,25984,Wednesday
Brooklyn,Clinton Hill,25975,49,25975,Monday
Brooklyn,DUMBO/Vinegar Hill,25953,66,25953,Thursday
Brooklyn,Boerum Hill,25525,25,25525,Monday
Brooklyn,Crown Heights North,25508,61,25508,Wednesday
Brooklyn,DUMBO/Vinegar Hill,25345,66,25345,Friday
Brooklyn,Bushwick South,25289,37,25289,Friday
Brooklyn,Fort Greene,25260,97,25260,Tuesday
Queens,Jackson Heights,25229,129,25229,Wednesday
Queens,Woodside,25216,260,25216,Saturday
Brooklyn,DUMBO/Vinegar Hill,25033,66,25033,Wednesday
Brooklyn,DUMBO/Vinegar Hill,24856,66,24856,Saturday
Queens,Long Island City/Queens Plaza,24778,146,24778,Saturday
EWR,Newark Airport,24777,1,24777,Saturday
Brooklyn,Bedford,24534,17,24534,Thursday
Queens,Old Astoria,24522,179,24522,Friday
Manhattan,Manhattanville,24510,152,24510,Tuesday
Queens,Jackson Heights,24330,129,24330,Tuesday
Manhattan,Manhattanville,24196,152,24196,Monday
Brooklyn,DUMBO/Vinegar Hill,24037,66,24037,Sunday
Brooklyn,East Williamsburg,24019,80,24019,Tuesday
Brooklyn,Fort Greene,23986,97,23986,Monday
Brooklyn,Stuyvesant Heights,23604,225,23604,Saturday
Brooklyn,Bedford,23486,17,23486,Wednesday
Brooklyn,East Williamsburg,23445,80,23445,Monday
Brooklyn,Stuyvesant Heights,23382,225,23382,Sunday
Brooklyn,Crown Heights North,23216,61,23216,Tuesday
Brooklyn,DUMBO/Vinegar Hill,23152,66,23152,Tuesday
Brooklyn,Crown Heights North,23126,61,23126,Monday
Queens,Long Island City/Queens Plaza,22991,146,22991,Sunday
Brooklyn,Bushwick North,22909,36,22909,Saturday
Brooklyn,Bushwick North,22823,36,22823,Sunday
Queens,Old Astoria,22486,179,22486,Thursday
Brooklyn,DUMBO/Vinegar Hill,22189,66,22189,Monday
Queens,Long Island City/Queens Plaza,21719,146,21719,Friday
Brooklyn,Bushwick South,21651,37,21651,Thursday
Queens,Old Astoria,21388,179,21388,Wednesday
Brooklyn,Bedford,21388,17,21388,Monday
Brooklyn,Bedford,21254,17,21254,Tuesday
Brooklyn,Prospect Heights,20646,189,20646,Sunday
Brooklyn,Carroll Gardens,20626,40,20626,Saturday
Brooklyn,Carroll Gardens,20590,40,20590,Thursday
Queens,Woodside,20342,260,20342,Friday
Brooklyn,Prospect Heights,20342,189,20342,Saturday
Queens,Elmhurst,20262,82,20262,Sunday
Brooklyn,Carroll Gardens,20247,40,20247,Friday
Queens,Old Astoria,20136,179,20136,Monday
Queens,Long Island City/Queens Plaza,20101,146,20101,Thursday
Queens,Forest Hills,20057,95,20057,Friday
Queens,Forest Hills,19876,95,19876,Thursday
Brooklyn,Bushwick South,19814,37,19814,Wednesday
Brooklyn,Carroll Gardens,19728,40,19728,Sunday
Brooklyn,Carroll Gardens,19724,40,19724,Wednesday
Queens,Old Astoria,19561,179,19561,Tuesday
Queens,Forest Hills,19400,95,19400,Saturday
Queens,Forest Hills,19359,95,19359,Sunday
Queens,Elmhurst,19353,82,19353,Saturday
Queens,Long Island City/Queens Plaza,19229,146,19229,Wednesday
Queens,Forest Hills,19167,95,19167,Wednesday
Brooklyn,Stuyvesant Heights,18987,225,18987,Friday
Brooklyn,Bushwick South,18570,37,18570,Monday
Queens,Long Island City/Queens Plaza,18423,146,18423,Monday
Brooklyn,Prospect Heights,18197,189,18197,Friday
Brooklyn,Bushwick South,18081,37,18081,Tuesday
Queens,Long Island City/Queens Plaza,18020,146,18020,Tuesday
Queens,Woodside,17730,260,17730,Thursday
Brooklyn,Prospect Heights,17694,189,17694,Thursday
Queens,Forest Hills,17584,95,17584,Tuesday
Brooklyn,Carroll Gardens,17400,40,17400,Tuesday
Queens,Woodside,17329,260,17329,Monday
Queens,Forest Hills,17113,95,17113,Monday
Brooklyn,Prospect Heights,16954,189,16954,Wednesday
Brooklyn,Stuyvesant Heights,16798,225,16798,Thursday
Queens,Woodside,16550,260,16550,Wednesday
Brooklyn,Carroll Gardens,16232,40,16232,Monday
Brooklyn,Flatbush/Ditmas Park,16088,89,16088,Sunday
Queens,Woodside,16008,260,16008,Tuesday
Brooklyn,Bushwick North,15900,36,15900,Friday
Brooklyn,Stuyvesant Heights,15822,225,15822,Wednesday
Brooklyn,Flatbush/Ditmas Park,15653,89,15653,Saturday
Bronx,Mott Haven/Port Morris,15410,168,15410,Saturday
Brooklyn,Prospect Heights,15239,189,15239,Tuesday
Manhattan,Inwood,15004,127,15004,Saturday
Brooklyn,Prospect-Lefferts Gardens,14937,188,14937,Sunday
Brooklyn,Cobble Hill,14774,52,14774,Thursday
Brooklyn,Cobble Hill,14723,52,14723,Wednesday
Manhattan,Inwood,14704,127,14704,Sunday
Brooklyn,Stuyvesant Heights,14547,225,14547,Monday
Queens,Elmhurst,14368,82,14368,Friday
Brooklyn,Prospect Heights,14341,189,14341,Monday
Brooklyn,Stuyvesant Heights,14279,225,14279,Tuesday
Brooklyn,Flatbush/Ditmas Park,14237,89,14237,Friday
Brooklyn,Bay Ridge,14145,14,14145,Friday
Brooklyn,Prospect-Lefferts Gardens,14087,188,14087,Saturday
Brooklyn,Cobble Hill,14059,52,14059,Friday
Brooklyn,Bay Ridge,13913,14,13913,Saturday
Bronx,Mott Haven/Port Morris,13867,168,13867,Sunday
Bronx,Mott Haven/Port Morris,13762,168,13762,Friday
Brooklyn,Bay Ridge,13741,14,13741,Sunday
Brooklyn,Cobble Hill,13630,52,13630,Sunday
Brooklyn,Cobble Hill,13554,52,13554,Saturday
Brooklyn,Flatbush/Ditmas Park,13425,89,13425,Thursday
Manhattan,Battery Park,13366,12,13366,Saturday
Brooklyn,Flatbush/Ditmas Park,13331,89,13331,Wednesday
Brooklyn,Sunset Park West,13308,228,13308,Saturday
Brooklyn,Bay Ridge,13278,14,13278,Thursday
Queens,Elmhurst,13273,82,13273,Monday
Brooklyn,Cobble Hill,13240,52,13240,Tuesday
Queens,Ridgewood,13015,198,13015,Sunday
Queens,Ridgewood,12774,198,12774,Saturday
Manhattan,Inwood,12749,127,12749,Friday
Brooklyn,Bushwick North,12694,36,12694,Thursday
Queens,Queensbridge/Ravenswood,12647,193,12647,Friday
Manhattan,Battery Park,12557,12,12557,Sunday
Queens,Elmhurst,12421,82,12421,Thursday
Brooklyn,Sunset Park West,12397,228,12397,Sunday
Brooklyn,Bay Ridge,12395,14,12395,Wednesday
Brooklyn,Cobble Hill,12237,52,12237,Monday
Brooklyn,Prospect-Lefferts Gardens,12219,188,12219,Friday
Brooklyn,Flatbush/Ditmas Park,11949,89,11949,Tuesday
Brooklyn,Flatbush/Ditmas Park,11886,89,11886,Monday
Queens,Queensbridge/Ravenswood,11834,193,11834,Thursday
Brooklyn,Bushwick North,11825,36,11825,Wednesday
Queens,Elmhurst,11800,82,11800,Wednesday
Brooklyn,Bushwick North,11794,36,11794,Monday
Manhattan,Battery Park,11767,12,11767,Friday
Manhattan,Inwood,11723,127,11723,Thursday
Brooklyn,Gowanus,11640,106,11640,Saturday
Queens,Elmhurst,11632,82,11632,Tuesday
Brooklyn,Prospect-Lefferts Gardens,11571,188,11571,Thursday
Manhattan,Battery Park,11526,12,11526,Thursday
Brooklyn,Sunset Park West,11425,228,11425,Friday
Queens,Queensbridge/Ravenswood,11360,193,11360,Wednesday
Bronx,Mott Haven/Port Morris,11344,168,11344,Thursday
Manhattan,Battery Park,11329,12,11329,Wednesday
Queens,Queensbridge/Ravenswood,11293,193,11293,Saturday
Manhattan,Inwood,11204,127,11204,Wednesday
Bronx,Mott Haven/Port Morris,11151,168,11151,Wednesday
Brooklyn,Prospect-Lefferts Gardens,11091,188,11091,Wednesday
Manhattan,Battery Park,11089,12,11089,Monday
Bronx,Mott Haven/Port Morris,11015,168,11015,Monday
Brooklyn,Bushwick North,10879,36,10879,Tuesday
Manhattan,Battery Park,10825,12,10825,Tuesday
Queens,Queensbridge/Ravenswood,10733,193,10733,Tuesday
Brooklyn,Bay Ridge,10732,14,10732,Tuesday
Queens,Queensbridge/Ravenswood,10703,193,10703,Monday
Bronx,Mott Haven/Port Morris,10593,168,10593,Tuesday
Brooklyn,Prospect-Lefferts Gardens,10543,188,10543,Monday
Manhattan,Inwood,10535,127,10535,Tuesday
Manhattan,Inwood,10447,127,10447,Monday
Brooklyn,Sunset Park West,10339,228,10339,Thursday
Brooklyn,Gowanus,10319,106,10319,Sunday
Brooklyn,Prospect-Lefferts Gardens,10259,188,10259,Tuesday
Queens,Ridgewood,10218,198,10218,Friday
Brooklyn,Bay Ridge,9965,14,9965,Monday
Brooklyn,Sunset Park West,9830,228,9830,Wednesday
Brooklyn,Gowanus,9768,106,9768,Friday
Queens,Queensbridge/Ravenswood,9746,193,9746,Sunday
Queens,Elmhurst/Maspeth,9717,83,9717,Sunday
Bronx,West Concourse,9636,247,9636,Sunday
Brooklyn,Crown Heights South,9361,62,9361,Sunday
Brooklyn,Red Hook,9140,195,9140,Saturday
Brooklyn,Windsor Terrace,9132,257,9132,Thursday
Brooklyn,Windsor Terrace,9121,257,9121,Saturday
Bronx,West Concourse,9087,247,9087,Saturday
Brooklyn,Sunset Park West,9022,228,9022,Tuesday
Queens,Elmhurst/Maspeth,9018,83,9018,Saturday
Brooklyn,Gowanus,8926,106,8926,Thursday
Brooklyn,Windsor Terrace,8870,257,8870,Sunday
Brooklyn,Windsor Terrace,8860,257,8860,Friday
Brooklyn,Sunset Park West,8778,228,8778,Monday
Queens,Ridgewood,8735,198,8735,Thursday
Manhattan,Roosevelt Island,8541,202,8541,Saturday
Brooklyn,Windsor Terrace,8406,257,8406,Wednesday
Queens,Ridgewood,8381,198,8381,Wednesday
Brooklyn,Gowanus,8191,106,8191,Wednesday
Manhattan,Roosevelt Island,8058,202,8058,Sunday
Brooklyn,Red Hook,7972,195,7972,Friday
Brooklyn,Crown Heights South,7968,62,7968,Saturday
Queens,Ridgewood,7930,198,7930,Monday
Queens,East Elmhurst,7887,70,7887,Friday
Queens,Ridgewood,7883,198,7883,Tuesday
Bronx,East Concourse/Concourse Village,7860,69,7860,Saturday
Bronx,East Concourse/Concourse Village,7843,69,7843,Sunday
Brooklyn,Red Hook,7744,195,7744,Sunday
Brooklyn,Windsor Terrace,7698,257,7698,Tuesday
Queens,Flushing,7652,92,7652,Saturday
Manhattan,Roosevelt Island,7617,202,7617,Friday
Queens,North Corona,7358,173,7358,Sunday
Queens,Maspeth,7335,157,7335,Sunday
Brooklyn,Gowanus,7309,106,7309,Tuesday
Queens,Flushing,7262,92,7262,Friday
Brooklyn,Crown Heights South,7192,62,7192,Friday
Brooklyn,Crown Heights South,7142,62,7142,Thursday
Bronx,West Concourse,7102,247,7102,Friday
Bronx,East Concourse/Concourse Village,7082,69,7082,Friday
Manhattan,Roosevelt Island,7054,202,7054,Wednesday
Manhattan,Roosevelt Island,7025,202,7025,Thursday
Queens,Flushing,6994,92,6994,Sunday
Queens,Elmhurst/Maspeth,6991,83,6991,Friday
Brooklyn,Windsor Terrace,6971,257,6971,Monday
Queens,Maspeth,6951,157,6951,Saturday
Queens,South Ozone Park,6852,216,6852,Friday
Brooklyn,Crown Heights South,6828,62,6828,Wednesday
Brooklyn,Red Hook,6811,195,6811,Thursday
Brooklyn,Gowanus,6748,106,6748,Monday
Queens,North Corona,6656,173,6656,Saturday
Queens,Flushing,6647,92,6647,Thursday
Queens,East Elmhurst,6626,70,6626,Sunday
Queens,Flushing,6616,92,6616,Wednesday
Queens,South Ozone Park,6596,216,6596,Sunday
Manhattan,Roosevelt Island,6589,202,6589,Tuesday
Queens,Rego Park,6572,196,6572,Sunday
Queens,East Elmhurst,6571,70,6571,Thursday
Queens,Baisley Park,6554,10,6554,Saturday
Bronx,West Concourse,6528,247,6528,Wednesday
Bronx,Spuyten Duyvil/Kingsbridge,6504,220,6504,Sunday
Queens,Elmhurst/Maspeth,6496,83,6496,Monday
Queens,Rego Park,6493,196,6493,Saturday
Queens,Baisley Park,6426,10,6426,Sunday
Manhattan,Roosevelt Island,6413,202,6413,Monday
Bronx,West Concourse,6411,247,6411,Monday
Brooklyn,Crown Heights South,6374,62,6374,Monday
Brooklyn,South Williamsburg,6364,217,6364,Tuesday
Queens,East Elmhurst,6347,70,6347,Wednesday
Brooklyn,Crown Heights South,6347,62,6347,Tuesday
Brooklyn,South Williamsburg,6337,217,6337,Wednesday
Queens,South Ozone Park,6334,216,6334,Monday
Bronx,Spuyten Duyvil/Kingsbridge,6333,220,6333,Saturday
Queens,Rego Park,6318,196,6318,Friday
Queens,Flushing,6316,92,6316,Monday
Queens,South Ozone Park,6299,216,6299,Thursday
Queens,East Elmhurst,6258,70,6258,Monday
Queens,Flushing,6257,92,6257,Tuesday
Queens,East Elmhurst,6230,70,6230,Saturday
Queens,Rego Park,6204,196,6204,Thursday
Queens,South Ozone Park,6188,216,6188,Saturday
Queens,Baisley Park,6177,10,6177,Monday
Queens,Baisley Park,6175,10,6175,Friday
Queens,South Ozone Park,6161,216,6161,Wednesday
Bronx,Spuyten Duyvil/Kingsbridge,6140,220,6140,Friday
Bronx,Melrose South,6129,159,6129,Saturday
Bronx,West Concourse,6122,247,6122,Thursday
Brooklyn,South Williamsburg,6118,217,6118,Thursday
Queens,Elmhurst/Maspeth,6110,83,6110,Thursday
Bronx,East Concourse/Concourse Village,6091,69,6091,Thursday
Queens,Maspeth,6079,157,6079,Friday
Brooklyn,South Williamsburg,6077,217,6077,Sunday
Queens,East Elmhurst,6058,70,6058,Tuesday
Bronx,Spuyten Duyvil/Kingsbridge,6057,220,6057,Thursday
Queens,South Ozone Park,6034,216,6034,Tuesday
Bronx,Spuyten Duyvil/Kingsbridge,6012,220,6012,Wednesday
Brooklyn,Red Hook,5978,195,5978,Wednesday
Brooklyn,South Williamsburg,5954,217,5954,Monday
Bronx,West Concourse,5903,247,5903,Tuesday
Bronx,East Concourse/Concourse Village,5850,69,5850,Monday
Bronx,Melrose South,5831,159,5831,Sunday
Queens,Baisley Park,5826,10,5826,Tuesday
Queens,Rego Park,5825,196,5825,Wednesday
Bronx,East Concourse/Concourse Village,5813,69,5813,Wednesday
Queens,Corona,5794,56,5794,Sunday
Queens,Elmhurst/Maspeth,5785,83,5785,Wednesday
Queens,Baisley Park,5746,10,5746,Wednesday
Bronx,East Concourse/Concourse Village,5652,69,5652,Tuesday
Queens,Baisley Park,5647,10,5647,Thursday
Queens,Rego Park,5639,196,5639,Monday
Queens,Middle Village,5625,160,5625,Sunday
Queens,Elmhurst/Maspeth,5591,83,5591,Tuesday
Bronx,Spuyten Duyvil/Kingsbridge,5550,220,5550,Tuesday
Queens,Middle Village,5487,160,5487,Saturday
Queens,Rego Park,5483,196,5483,Tuesday
Queens,Corona,5470,56,5470,Saturday
Brooklyn,Kensington,5467,133,5467,Saturday
Brooklyn,Kensington,5459,133,5459,Sunday
Bronx,Riverdale/North Riverdale/Fieldston,5423,200,5423,Thursday
Brooklyn,Kensington,5265,133,5265,Friday
Bronx,Melrose South,5245,159,5245,Friday
Brooklyn,Red Hook,5234,195,5234,Tuesday
Bronx,Riverdale/North Riverdale/Fieldston,5204,200,5204,Wednesday
Brooklyn,Columbia Street,5182,54,5182,Thursday
Brooklyn,Kensington,5181,133,5181,Thursday
Brooklyn,Columbia Street,5124,54,5124,Friday
Brooklyn,Red Hook,5101,195,5101,Monday
Queens,Middle Village,5094,160,5094,Friday
Queens,Maspeth,5030,157,5030,Thursday
Bronx,Riverdale/North Riverdale/Fieldston,5022,200,5022,Friday
Brooklyn,Columbia Street,5001,54,5001,Saturday
Bronx,Spuyten Duyvil/Kingsbridge,4969,220,4969,Monday
Queens,Middle Village,4925,160,4925,Thursday
Bronx,Riverdale/North Riverdale/Fieldston,4861,200,4861,Sunday
Brooklyn,Sunset Park East,4859,227,4859,Sunday
Brooklyn,Columbia Street,4859,54,4859,Wednesday
Brooklyn,Columbia Street,4825,54,4825,Sunday
Queens,Maspeth,4816,157,4816,Monday
Queens,Maspeth,4811,157,4811,Tuesday
Brooklyn,Kensington,4795,133,4795,Wednesday
Bronx,Riverdale/North Riverdale/Fieldston,4784,200,4784,Tuesday
Brooklyn,Sunset Park East,4743,227,4743,Saturday
Queens,Maspeth,4738,157,4738,Wednesday
Bronx,Highbridge,4702,119,4702,Saturday
Queens,Middle Village,4641,160,4641,Wednesday
Brooklyn,South Williamsburg,4610,217,4610,Friday
Brooklyn,Columbia Street,4583,54,4583,Tuesday
Bronx,Melrose South,4537,159,4537,Thursday
Queens,Jamaica,4523,130,4523,Friday
Bronx,Highbridge,4518,119,4518,Sunday
Bronx,Riverdale/North Riverdale/Fieldston,4518,200,4518,Monday
Bronx,Riverdale/North Riverdale/Fieldston,4504,200,4504,Saturday
Brooklyn,Ocean Hill,4489,177,4489,Sunday
Queens,North Corona,4394,173,4394,Friday
Brooklyn,Kensington,4394,133,4394,Monday
Brooklyn,Kensington,4383,133,4383,Tuesday
Bronx,Melrose South,4377,159,4377,Monday
Brooklyn,Prospect Park,4371,190,4371,Sunday
Brooklyn,Ocean Hill,4367,177,4367,Saturday
Queens,Corona,4332,56,4332,Friday
Brooklyn,East New York,4329,76,4329,Sunday
Queens,North Corona,4312,173,4312,Monday
Queens,Middle Village,4265,160,4265,Tuesday
Bronx,Melrose South,4246,159,4246,Wednesday
Brooklyn,Prospect Park,4223,190,4223,Saturday
Queens,Jamaica,4214,130,4214,Sunday
Queens,Briarwood/Jamaica Hills,4211,28,4211,Saturday
Queens,Jamaica,4199,130,4199,Saturday
