PU_Borough,PUWeekday,PUHour,avg(passenger_count)
Brooklyn,Sunday,19,1.6208535926526202
Queens,Monday,8,1.620691790151484
Manhattan,Monday,20,1.6205606658582863
Manhattan,Friday,3,1.620515464590363
Brooklyn,Wednesday,0,1.6202756404836391
Queens,Sunday,6,1.62015503875969
Manhattan,Friday,15,1.6193814740217034
Queens,Saturday,7,1.6190672040799539
Queens,Sunday,22,1.6187582196995915
Brooklyn,Sunday,21,1.6186102236421724
Brooklyn,Thursday,23,1.617893586005831
Manhattan,Monday,14,1.61758636518402
EWR,Saturday,7,1.6170212765957446
Brooklyn,Saturday,3,1.616503430883819
Queens,Monday,1,1.6163374623367928
Manhattan,Monday,17,1.6161848216951942
Brooklyn,Saturday,9,1.6154511075094544
Brooklyn,Wednesday,8,1.5613032984714401
Bronx,Monday,7,1.5611413043478262
Brooklyn,Tuesday,9,1.5611206761621537
Manhattan,Monday,8,1.561025384670318
Bronx,Friday,6,1.5609284332688589
Brooklyn,Tuesday,17,1.5604285236022766
EWR,Thursday,21,1.5555555555555556
Staten Island,Sunday,14,1.5555555555555556
Staten Island,Tuesday,17,1.5555555555555556
EWR,Monday,1,1.5555555555555556
EWR,Friday,23,1.5555555555555556
Bronx,Sunday,11,1.5553745928338762
Unknown,Thursday,20,1.437586559884386
Unknown,Tuesday,3,1.4371301775147929
EWR,Saturday,17,1.4366197183098592
Unknown,Tuesday,2,1.4362282878411912
Unknown,Monday,13,1.435463606667225
Unknown,Thursday,16,1.4343014128728415
Unknown,Monday,5,1.409860745201355
Unknown,Wednesday,4,1.4097350585335797
EWR,Friday,19,1.4096385542168675
Unknown,Wednesday,8,1.4095857026807475
Unknown,Tuesday,4,1.407536636427076
Unknown,Wednesday,15,1.4075029481132075
Queens,Tuesday,13,1.6521554169030062
Bronx,Friday,7,1.6518691588785046
Queens,Wednesday,15,1.651865423649656
Bronx,Thursday,7,1.6514575411913814
Queens,Wednesday,12,1.6512437702670353
Brooklyn,Sunday,3,1.6511191264390532
Brooklyn,Sunday,4,1.6431998006354744
Queens,Tuesday,22,1.6430098098317532
EWR,Saturday,11,1.6428571428571428
Queens,Thursday,23,1.6426165126375902
Queens,Monday,23,1.6417637651359378
Manhattan,Friday,0,1.6417362692989117
Queens,Friday,3,1.6416412047140987
Bronx,Wednesday,17,1.641350210970464
Manhattan,Thursday,23,1.6413283004268735
Bronx,Monday,12,1.641255605381166
Bronx,Saturday,9,1.6411960132890366
Queens,Thursday,22,1.6408571953930762
Brooklyn,Friday,7,1.5919294494922502
Manhattan,Friday,10,1.5918225105141346
Brooklyn,Tuesday,0,1.5911483510581157
Queens,Monday,3,1.5911073825503357
Bronx,Friday,10,1.5910224438902743
Brooklyn,Sunday,5,1.5909407665505226
Queens,Wednesday,4,1.55298233922026
Brooklyn,Tuesday,13,1.552687662798958
EWR,Monday,12,1.5522388059701493
Brooklyn,Wednesday,13,1.5522079116835326
Manhattan,Tuesday,7,1.5520518928427456
Bronx,Friday,1,1.5511811023622046
Bronx,Monday,9,1.440881763527054
Unknown,Monday,18,1.4396019900497512
Unknown,Thursday,17,1.439428453095879
Unknown,Tuesday,15,1.439322240879255
Unknown,Friday,4,1.4383308714918759
Unknown,Wednesday,16,1.4378548895899053
Unknown,Wednesday,20,1.4266911345946973
Bronx,Monday,3,1.4254658385093169
Unknown,Thursday,2,1.4253565768621237
Unknown,Thursday,4,1.4249743062692704
Bronx,Thursday,5,1.424778761061947
Unknown,Monday,3,1.4242038216560509
Unknown,Thursday,11,1.392378990731205
Unknown,Tuesday,8,1.392054978209856
Unknown,Monday,8,1.3909713461885025
Bronx,Tuesday,1,1.3898305084745763
Unknown,Monday,7,1.3891511908509075
Unknown,Wednesday,10,1.3889345384826075
Staten Island,Saturday,3,1.263157894736842
EWR,Thursday,11,1.2564102564102564
EWR,Friday,14,1.255813953488372
EWR,Wednesday,0,1.25
Staten Island,Saturday,5,1.25
Staten Island,Sunday,0,1.25
Staten Island,Wednesday,22,1.25
EWR,Saturday,12,1.6774193548387097
Queens,Tuesday,18,1.6773261623998401
Queens,Friday,19,1.6764121438321842
Queens,Monday,18,1.6763518043133472
Brooklyn,Sunday,2,1.6761885161555876
Queens,Wednesday,17,1.6759101086325565
Bronx,Thursday,13,1.6648793565683646
Manhattan,Sunday,22,1.6644274376417234
Bronx,Thursday,18,1.6636225266362252
Bronx,Tuesday,14,1.663529411764706
Brooklyn,Saturday,19,1.6634656122016664
EWR,Sunday,8,1.6626506024096386
Brooklyn,Monday,17,1.5798247121498539
Brooklyn,Friday,2,1.5798088410991638
Bronx,Wednesday,5,1.579746835443038
Bronx,Monday,19,1.5796019900497513
Queens,Tuesday,5,1.579145573527596
Brooklyn,Tuesday,16,1.5791065611912518
Brooklyn,Wednesday,1,1.5780068728522336
Brooklyn,Tuesday,1,1.5778219791148682
EWR,Thursday,20,1.5777777777777777
Brooklyn,Monday,7,1.5773016792125072
EWR,Monday,14,1.5765765765765767
Bronx,Wednesday,13,1.576555023923445
Manhattan,Thursday,9,1.5680511086283302
Bronx,Sunday,20,1.5680473372781065
Manhattan,Tuesday,9,1.5675401669732116
Bronx,Monday,18,1.56686626746507
Bronx,Sunday,4,1.5667447306791569
Brooklyn,Thursday,13,1.566322136089578
Brooklyn,Sunday,8,1.554706082229018
Brooklyn,Saturday,5,1.5546187683284458
Unknown,Sunday,1,1.5542398777692896
Brooklyn,Friday,18,1.5539967091019313
EWR,Sunday,6,1.5538461538461539
Unknown,Saturday,17,1.5530571712299617
Brooklyn,Friday,4,1.5473002159827214
Brooklyn,Thursday,14,1.5470978108053826
Brooklyn,Friday,17,1.5468227424749164
Manhattan,Monday,7,1.5466778791851137
EWR,Monday,10,1.5454545454545454
Bronx,Sunday,16,1.544839255499154
Unknown,Sunday,14,1.5250238147578223
Bronx,Saturday,1,1.5249130938586326
Unknown,Sunday,18,1.5245017233628053
Manhattan,Friday,6,1.524151932786707
Bronx,Tuesday,0,1.5239130434782608
Manhattan,Tuesday,5,1.523578859404987
Brooklyn,Thursday,4,1.504746835443038
Unknown,Sunday,4,1.5040231734792404
Unknown,Sunday,21,1.5038516660695092
Bronx,Sunday,3,1.5031789282470482
Brooklyn,Wednesday,16,1.5025629596612435
Bronx,Friday,4,1.5023041474654377
Brooklyn,Tuesday,5,1.4963094183643342
Unknown,Sunday,10,1.496160540595884
Unknown,Sunday,19,1.4953722334004025
Bronx,Tuesday,9,1.4951076320939334
Bronx,Sunday,14,1.4946043165467626
Brooklyn,Tuesday,11,1.4933181688939436
Staten Island,Saturday,12,1.894736842105263
Bronx,Thursday,19,1.8846960167714886
EWR,Monday,21,1.875
Staten Island,Friday,14,1.875
Staten Island,Sunday,4,1.8666666666666667
Staten Island,Wednesday,20,1.8571428571428572
Manhattan,Sunday,16,1.6835797606719274
Manhattan,Sunday,11,1.6832738566162238
EWR,Sunday,11,1.6829268292682926
Queens,Monday,19,1.6828507344385044
Manhattan,Saturday,2,1.682804569698983
EWR,Tuesday,6,1.6818181818181819
Queens,Tuesday,19,1.6663589966337278
Queens,Friday,15,1.6657631359466223
Manhattan,Saturday,10,1.6654536094369936
Queens,Sunday,0,1.665374864179645
Queens,Sunday,11,1.6653482416774423
Queens,Monday,14,1.665100445893465
Queens,Tuesday,15,1.6511124903609247
Manhattan,Sunday,9,1.650817672965907
Bronx,Monday,13,1.650753768844221
Queens,Thursday,21,1.650617244467187
Bronx,Tuesday,22,1.6506024096385543
Brooklyn,Sunday,15,1.6505797245069864
Queens,Monday,11,1.6477700535824553
Queens,Friday,22,1.647431360807157
Brooklyn,Friday,22,1.6471467157059938
Queens,Tuesday,11,1.647099355412314
Queens,Saturday,2,1.647019379065245
Queens,Wednesday,0,1.6468977269269391
Manhattan,Tuesday,19,1.6061006023538529
Bronx,Sunday,1,1.6060913705583757
EWR,Saturday,20,1.606060606060606
Manhattan,Friday,11,1.6059293345811554
Queens,Friday,7,1.6057921635434411
Queens,Saturday,6,1.6050475687103594
Unknown,Monday,21,1.466288737717309
Unknown,Saturday,4,1.4656311372969113
Bronx,Wednesday,9,1.4652777777777777
Brooklyn,Friday,5,1.4651046859421735
Bronx,Sunday,6,1.4649390243902438
Unknown,Monday,20,1.4643811219946572
Bronx,Wednesday,8,1.4444444444444444
Unknown,Monday,2,1.444392523364486
Bronx,Thursday,15,1.4439655172413792
Unknown,Tuesday,16,1.4435589878409465
Unknown,Friday,18,1.4429832150891158
Bronx,Friday,17,1.4416403785488958
Staten Island,Wednesday,14,1.7
Queens,Saturday,21,1.6986401624250436
EWR,Sunday,14,1.697674418604651
Queens,Saturday,16,1.6971796140524493
Manhattan,Saturday,18,1.6966389752734707
Queens,Thursday,14,1.6957503906515388
Bronx,Sunday,9,1.654485049833887
Manhattan,Friday,20,1.6544110790152835
Queens,Wednesday,20,1.6542478643886813
Queens,Sunday,19,1.654233121386406
Queens,Thursday,20,1.65386736177252
Queens,Monday,22,1.6534888317849377
Manhattan,Saturday,8,1.6001416401728215
EWR,Sunday,17,1.6
Manhattan,Thursday,12,1.5995123768686228
Brooklyn,Saturday,16,1.5990799309948247
Manhattan,Thursday,13,1.5989369055281177
Brooklyn,Monday,12,1.5988829652195988
Bronx,Thursday,8,1.548201438848921
Bronx,Tuesday,11,1.547911547911548
Bronx,Saturday,11,1.5478547854785478
Bronx,Wednesday,2,1.5477707006369428
EWR,Tuesday,15,1.5473684210526315
Brooklyn,Thursday,18,1.5473595976529757
Manhattan,Thursday,6,1.5185443635055096
Unknown,Sunday,15,1.5185158186324537
Brooklyn,Friday,3,1.518427980443776
Bronx,Thursday,16,1.517102615694165
EWR,Friday,15,1.5169491525423728
EWR,Wednesday,13,1.5161290322580645
Unknown,Friday,3,1.4074186682882335
Unknown,Friday,14,1.4067432332594534
Unknown,Wednesday,14,1.4066123120652254
Bronx,Friday,9,1.4065510597302504
Unknown,Wednesday,7,1.405755940547193
EWR,Sunday,20,1.4054054054054055
Bronx,Tuesday,17,1.404833836858006
EWR,Monday,11,1.4047619047619047
Bronx,Monday,8,1.404632152588556
Unknown,Tuesday,13,1.404579517069109
Unknown,Wednesday,11,1.4042291831183644
Unknown,Wednesday,12,1.4040645055125884
Queens,Sunday,14,1.675744162176033
EWR,Sunday,5,1.6756756756756757
Queens,Sunday,16,1.6756044152477991
Brooklyn,Sunday,1,1.6755110193754577
Queens,Saturday,23,1.6753199268738574
Manhattan,Sunday,20,1.6752973120985897
Queens,Thursday,16,1.6598124214393914
Queens,Monday,15,1.6596547650301916
Queens,Sunday,10,1.6595102477970887
Bronx,Sunday,17,1.6592592592592592
Queens,Monday,16,1.658554198355996
Queens,Tuesday,20,1.6583415717085523
Brooklyn,Thursday,10,1.538255033557047
Brooklyn,Tuesday,2,1.5381808704717228
Bronx,Thursday,17,1.5378900445765231
Brooklyn,Saturday,7,1.5376943881000675
EWR,Monday,7,1.537037037037037
Bronx,Sunday,0,1.536806342015855
Brooklyn,Tuesday,6,1.5259576612903225
Bronx,Monday,15,1.525735294117647
Bronx,Saturday,18,1.525697503671072
EWR,Friday,13,1.5254237288135593
Brooklyn,Thursday,2,1.5252645954250597
Unknown,Saturday,0,1.525136574234147
Unknown,Sunday,22,1.491423320400245
EWR,Thursday,13,1.4907407407407407
Unknown,Tuesday,1,1.4898412698412697
Brooklyn,Sunday,6,1.4896999552171966
Unknown,Saturday,2,1.489584315204072
Unknown,Sunday,8,1.487809673613842
Bronx,Sunday,23,1.5857359635811836
Queens,Wednesday,6,1.5851764242065838
Brooklyn,Monday,0,1.5850292161998791
Brooklyn,Tuesday,7,1.5838262387278192
EWR,Saturday,16,1.5833333333333333
EWR,Sunday,16,1.5833333333333333
Bronx,Monday,16,1.460348162475822
Unknown,Monday,15,1.4599351892767714
Unknown,Monday,4,1.4593967517401392
Unknown,Sunday,23,1.4589604148223094
Unknown,Friday,1,1.4586568587385915
Unknown,Friday,5,1.4586516107605447
EWR,Saturday,15,1.449438202247191
Unknown,Tuesday,5,1.4494117647058824
Unknown,Monday,23,1.449296817172465
Unknown,Monday,17,1.449234637284626
Unknown,Friday,17,1.4491362763915547
Unknown,Monday,19,1.447718042266125
Queens,Friday,23,1.6551838235294118
Queens,Monday,21,1.6549719676635484
Queens,Tuesday,1,1.654970760233918
Queens,Saturday,1,1.6548696216546406
Queens,Friday,21,1.6548025353486104
Queens,Sunday,12,1.654610607847938
Queens,Sunday,9,1.640546416171842
Manhattan,Tuesday,23,1.6402916446764364
Staten Island,Sunday,1,1.64
Manhattan,Saturday,9,1.6399902627127165
Brooklyn,Friday,23,1.6399848574072515
Queens,Friday,1,1.6393906522661887
Queens,Friday,4,1.5963117342427686
Brooklyn,Monday,19,1.595948827292111
Bronx,Tuesday,21,1.5955882352941178
Queens,Friday,5,1.595452671261118
Unknown,Saturday,21,1.595150115473441
Queens,Monday,0,1.5949546151125782
EWR,Thursday,6,1.576271186440678
Bronx,Saturday,22,1.5761904761904761
Brooklyn,Monday,10,1.5758674262040393
Brooklyn,Tuesday,8,1.5755808817033308
Bronx,Monday,14,1.5743380855397149
EWR,Tuesday,17,1.5733333333333333
Brooklyn,Tuesday,3,1.4793423271500843
Unknown,Saturday,3,1.4788451966152314
EWR,Monday,8,1.4782608695652173
EWR,Thursday,9,1.4772727272727273
EWR,Wednesday,15,1.4754098360655739
Unknown,Monday,22,1.4746459171183774
Queens,Tuesday,9,1.6286467889908256
Manhattan,Thursday,0,1.6286433951723207
Queens,Saturday,5,1.6284042767803106
EWR,Monday,16,1.6283185840707965
Bronx,Friday,21,1.6281407035175879
EWR,Saturday,5,1.627906976744186
Bronx,Saturday,14,1.5885328836424957
Bronx,Friday,16,1.5883977900552486
Unknown,Saturday,19,1.5882944615578047
EWR,Tuesday,4,1.588235294117647
Bronx,Thursday,0,1.5881057268722467
Queens,Monday,4,1.5876425351365686
EWR,Tuesday,13,1.4576271186440677
Bronx,Friday,23,1.4570259208731242
Brooklyn,Monday,3,1.456189585282195
Unknown,Friday,19,1.455367742664933
Unknown,Monday,0,1.45519505600618
Unknown,Wednesday,21,1.454928802786775
Queens,Tuesday,14,1.662316269640142
Queens,Sunday,17,1.662227028949006
Queens,Saturday,8,1.6615639076576576
Queens,Sunday,13,1.660791874353428
Queens,Friday,9,1.6606692449974778
Queens,Sunday,2,1.660621068130103
Bronx,Thursday,1,1.5367483296213809
Bronx,Sunday,21,1.5363036303630364
Bronx,Saturday,6,1.536231884057971
Unknown,Friday,22,1.535215618435685
EWR,Sunday,9,1.5352112676056338
Brooklyn,Friday,13,1.5349393984737394
Bronx,Friday,8,1.4843537414965986
Unknown,Sunday,5,1.4843205574912892
Bronx,Friday,13,1.4836734693877551
Bronx,Friday,15,1.482233502538071
Unknown,Friday,20,1.4817344445140672
Unknown,Sunday,7,1.4795173961840629
EWR,Friday,12,1.379746835443038
Bronx,Thursday,9,1.3783185840707965
Unknown,Thursday,8,1.377471001470348
Unknown,Thursday,5,1.3762145355616013
Staten Island,Tuesday,16,1.375
Unknown,Thursday,6,1.3740974035950222
Bronx,Tuesday,2,1.4642857142857142
EWR,Wednesday,17,1.4631578947368422
Bronx,Saturday,4,1.4619140625
EWR,Monday,18,1.4615384615384615
Staten Island,Tuesday,18,1.4615384615384615
Bronx,Sunday,12,1.46140350877193
Bronx,Thursday,14,1.544392523364486
Unknown,Sunday,17,1.5443479551695984
Brooklyn,Monday,1,1.5441407477222746
Bronx,Monday,0,1.543778801843318
EWR,Monday,19,1.5416666666666667
Bronx,Friday,0,1.5414462081128748
EWR,Thursday,8,1.4871794871794872
Bronx,Wednesday,12,1.4863157894736843
Bronx,Monday,4,1.4861111111111112
EWR,Tuesday,16,1.485981308411215
Bronx,Monday,22,1.4857142857142858
Unknown,Tuesday,0,1.485057054881362
EWR,Wednesday,9,1.3478260869565217
EWR,Tuesday,14,1.3454545454545455
EWR,Wednesday,19,1.3424657534246576
EWR,Thursday,17,1.3421052631578947
EWR,Wednesday,5,1.3396226415094339
EWR,Thursday,10,1.3392857142857142
Unknown,Friday,13,1.3733353063036402
EWR,Friday,10,1.372093023255814
Unknown,Monday,9,1.3688502310410438
EWR,Thursday,19,1.3676470588235294
EWR,Saturday,3,1.3636363636363635
EWR,Wednesday,6,1.3636363636363635
Staten Island,Saturday,16,1.9615384615384615
Staten Island,Saturday,18,1.9583333333333333
Staten Island,Monday,9,1.9565217391304348
Staten Island,Sunday,10,1.9375
Staten Island,Tuesday,15,1.9285714285714286
EWR,Saturday,4,1.8461538461538463
EWR,Sunday,7,1.836734693877551
EWR,Saturday,23,1.8333333333333333
Staten Island,Friday,11,1.8235294117647058
EWR,Monday,9,1.82
Staten Island,Tuesday,19,1.8181818181818181
Brooklyn,Monday,2,1.5634598012646792
Brooklyn,Friday,9,1.5634382888268898
Brooklyn,Thursday,12,1.5631849698054125
Bronx,Sunday,19,1.562992125984252
Bronx,Tuesday,8,1.5625
Bronx,Sunday,5,1.56198347107438
EWR,Monday,20,1.56
Bronx,Friday,22,1.5597014925373134
Manhattan,Sunday,6,1.5588883673962823
Queens,Wednesday,5,1.55864940472318
Brooklyn,Monday,4,1.5584820164259416
Manhattan,Friday,7,1.5577880653292195
EWR,Tuesday,18,1.2763157894736843
EWR,Wednesday,11,1.2758620689655173
EWR,Wednesday,18,1.2753623188405796
EWR,Thursday,4,1.275
Staten Island,Thursday,4,1.2666666666666666
EWR,Friday,7,1.2666666666666666
EWR,Wednesday,8,1.3055555555555556
EWR,Tuesday,5,1.2941176470588236
EWR,Friday,4,1.2926829268292683
EWR,Tuesday,19,1.2926829268292683
EWR,Friday,6,1.2891566265060241
EWR,Friday,18,1.2876712328767124
Queens,Thursday,7,1.6048481146220914
Manhattan,Tuesday,16,1.6045743262518704
Manhattan,Wednesday,13,1.604388239674442
Manhattan,Tuesday,18,1.6041763039874555
Manhattan,Thursday,2,1.6040144788784114
Brooklyn,Sunday,10,1.6883963494132985
Queens,Friday,17,1.6880043550659665
Queens,Thursday,12,1.6877490257892203
Manhattan,Saturday,17,1.6871035396592111
Manhattan,Saturday,15,1.6870843489512803
EWR,Friday,8,1.360655737704918
EWR,Thursday,12,1.3571428571428572
Unknown,Thursday,9,1.3567617141904285
Bronx,Thursday,11,1.3538083538083538
EWR,Saturday,10,1.3529411764705883
EWR,Monday,5,1.35
Manhattan,Friday,17,1.6145088902691611
Manhattan,Thursday,20,1.6142307600261794
Manhattan,Monday,18,1.614203992343451
Brooklyn,Monday,23,1.6139546515505168
Brooklyn,Sunday,12,1.613861386138614
Brooklyn,Sunday,16,1.6354054635405464
Queens,Thursday,9,1.635270293630998
Brooklyn,Saturday,12,1.6352254641909814
Manhattan,Wednesday,0,1.6351208703010633
Queens,Tuesday,23,1.6349499890632146
Brooklyn,Monday,14,1.5820830615351162
Queens,Tuesday,6,1.5820420534192081
Brooklyn,Tuesday,19,1.582036316472114
Manhattan,Wednesday,10,1.5813294381524658
Brooklyn,Friday,8,1.5798821280662632
Brooklyn,Wednesday,23,1.594384985264464
Queens,Thursday,4,1.5941864241636896
Brooklyn,Thursday,8,1.5931225296442688
Queens,Monday,7,1.5930633738877793
Manhattan,Monday,4,1.5925468704932217
Manhattan,Friday,5,1.530424827500851
EWR,Monday,17,1.5301204819277108
Unknown,Friday,23,1.5299469294920394
Staten Island,Thursday,23,1.5294117647058822
Bronx,Wednesday,6,1.5288461538461537
Manhattan,Saturday,7,1.5618997593157353
Manhattan,Wednesday,8,1.5617011051823546
Brooklyn,Friday,1,1.5614908828018315
Bronx,Tuesday,3,1.5614754098360655
Bronx,Monday,21,1.5613577023498695
Queens,Tuesday,21,1.646772882176899
Queens,Wednesday,10,1.6463569165786696
Queens,Wednesday,11,1.6463044947985954
Queens,Friday,2,1.6462609002025896
Queens,Wednesday,16,1.646121861506477
Unknown,Friday,2,1.4282436378806842
Bronx,Thursday,10,1.4282115869017633
Unknown,Thursday,3,1.427919708029197
Unknown,Wednesday,17,1.4273201100332995
Unknown,Sunday,6,1.4269414795730586
Unknown,Thursday,15,1.419849495953429
Unknown,Friday,16,1.4184413580246913
Unknown,Tuesday,18,1.4178367134685388
Unknown,Wednesday,6,1.4173643410852714
EWR,Saturday,9,1.4166666666666667
Brooklyn,Tuesday,15,1.5489280407556782
Bronx,Sunday,8,1.5489021956087825
Manhattan,Wednesday,7,1.548850666249323
Bronx,Monday,1,1.5486542443064182
Brooklyn,Tuesday,10,1.548601864181092
Brooklyn,Thursday,11,1.5153048927452397
Bronx,Tuesday,15,1.514910536779324
Manhattan,Thursday,5,1.51468491402603
Bronx,Tuesday,4,1.5145985401459854
Unknown,Friday,21,1.5145061531594721
Bronx,Tuesday,12,1.6738609112709832
Queens,Saturday,10,1.6728008352910466
Queens,Friday,13,1.6726638692494875
Queens,Friday,12,1.672157139082181
Manhattan,Sunday,21,1.6721395239709065
Brooklyn,Wednesday,5,1.498967246975509
Bronx,Saturday,13,1.4974874371859297
Bronx,Sunday,7,1.4973544973544974
Unknown,Saturday,7,1.4970360237118103
Bronx,Thursday,4,1.4969325153374233
EWR,Friday,11,1.234375
EWR,Friday,9,1.2321428571428572
Staten Island,Friday,22,1.2222222222222223
Staten Island,Sunday,8,1.2222222222222223
Staten Island,Tuesday,1,1.2222222222222223
Queens,Monday,13,1.6576046892137297
Queens,Wednesday,19,1.6573016468341915
Bronx,Sunday,18,1.657293497363796
Queens,Tuesday,12,1.6569861900893583
Bronx,Thursday,21,1.656842105263158
Staten Island,Friday,8,1.8125
Staten Island,Friday,18,1.8
Staten Island,Saturday,1,1.8
Staten Island,Saturday,11,1.8
Staten Island,Sunday,16,1.8
EWR,Tuesday,0,1.8
EWR,Sunday,23,1.8
Queens,Sunday,5,1.625810635538262
Manhattan,Monday,16,1.6253071557270433
Brooklyn,Sunday,9,1.6250332181769864
Staten Island,Saturday,8,1.625
Manhattan,Thursday,1,1.6248838342278609
Bronx,Friday,5,1.44543429844098
Unknown,Tuesday,23,1.4452451030143103
Unknown,Tuesday,21,1.444965667278537
Unknown,Friday,6,1.4446251663462961
Unknown,Saturday,6,1.444514106583072
EWR,Wednesday,7,1.396551724137931
EWR,Thursday,5,1.3962264150943395
Unknown,Tuesday,7,1.3956639566395663
EWR,Thursday,14,1.3944954128440368
Unknown,Thursday,13,1.3926237161531279
EWR,Thursday,16,1.162162162162162
Staten Island,Wednesday,5,1.15625
EWR,Wednesday,4,1.1481481481481481
Staten Island,Friday,4,1.1428571428571428
EWR,Saturday,0,1.1428571428571428
Staten Island,Sunday,22,1.1
EWR,Sunday,21,1.1
EWR,Wednesday,21,1.1
EWR,Friday,3,1.0952380952380953
Staten Island,Thursday,2,1.0909090909090908
EWR,Friday,21,1.0909090909090908
Staten Island,Thursday,12,2.526315789473684
Staten Island,Wednesday,7,2.526315789473684
Staten Island,Wednesday,17,2.5
Staten Island,Monday,17,2.5
Staten Island,Monday,1,2.5
EWR,Saturday,21,2.2857142857142856
Staten Island,Saturday,14,2.2857142857142856
Staten Island,Saturday,15,2.25
Staten Island,Wednesday,12,2.25
Staten Island,Friday,16,2.25
Brooklyn,Monday,6,1.4713013359722908
Brooklyn,Thursday,5,1.469557964970809
Bronx,Monday,10,1.4691943127962086
EWR,Friday,16,1.46875
Bronx,Tuesday,19,1.4665178571428572
EWR,Tuesday,21,1.75
EWR,Friday,2,1.75
EWR,Saturday,22,1.75
EWR,Monday,6,1.7346938775510203
EWR,Wednesday,20,1.7272727272727273
Bronx,Saturday,20,1.7263681592039801
Bronx,Wednesday,18,1.7906976744186047
EWR,Sunday,18,1.7804878048780488
Staten Island,Tuesday,6,1.7647058823529411
EWR,Wednesday,10,1.763157894736842
Unknown,Tuesday,11,1.3991619602842047
Unknown,Monday,6,1.3985867994218726
Unknown,Tuesday,10,1.3975079632752483
Unknown,Friday,11,1.3967799934619156
EWR,Saturday,6,1.3243243243243243
EWR,Friday,17,1.313953488372093
EWR,Thursday,7,1.309090909090909
Brooklyn,Sunday,17,1.6665073599694131
Queens,Thursday,19,1.6664971693955728
Staten Island,Tuesday,5,1.1851851851851851
Unknown,Wednesday,2,1.4996102883865938
Unknown,Thursday,14,1.3998576512455516
Unknown,Sunday,11,1.4996527777777777
EWR,Tuesday,9,1.967741935483871
Staten Island,Friday,23,0.9
